smi,r,fr_0,ci_beta,resolve_score
Cn1nc([N+](=O)[O-])n(-c2c(F)ccnc2F)c1=O,2.143235206604004,2.143235206604004,13.240007400512695,3.7942028045654297
Nc1c([N+](=O)[O-])cnn1-c1c(F)ccnc1F,2.143146514892578,2.143146514892578,11.364020347595215,3.867471218109131
C[C@H]1N(c2c([N+](=O)[O-])ncn2C)CCOC1(C)C,2.14255428314209,2.14255428314209,14.811235427856445,3.791207790374756
CS(=O)(=O)c1ccc(N2CC[C@@]3(CCOC3=O)C2)s1,2.142500162124634,2.142500162124634,37.080162048339844,3.8728809356689453
C#CCCCCCCc1ccc(S(C)(=O)=O)s1,2.1424593925476074,2.1424593925476074,15.00543212890625,3.874134063720703
C[C]1C[C@H](C)CN(c2cnn3c2OCCC3)C1,2.142266035079956,2.142266035079956,20.42698097229004,3.7831244468688965
C[C@@H]1C[C@H](C)CN(c2cnn3c2OCCC3)C1,2.142247200012207,2.142247200012207,18.19845199584961,3.880012035369873
C[C@H](O)CCCCCC1(C#N)CCN(C)CC1,2.141859769821167,2.141859769821167,19.703109741210938,3.8935558795928955
CN1CCC(C#N)(c2c(F)ccnc2F)CC1,2.141782283782959,2.141782283782959,35.54109191894531,3.9489121437072754
CS(=O)(=O)CCCCOc1ccc2c(c1)OCCO2,2.1416800022125244,2.1416802406311035,26.79412269592285,3.7973012924194336
C[C@H]1COCCN(C2(C#N)CCN(C)CC2)C1,2.1413660049438477,2.1413660049438477,43.5157470703125,3.7492525577545166
Nc1c([N+](=O)[O-])cnn1-c1ccc2c(c1)OCCO2,2.1408581733703613,2.1408581733703613,13.978009223937988,3.8996362686157227
