smi,r,fr_0,ci_beta
O[C@@H]1CCCN(CCCCc2ccccc2)CC1,2.2102787494659424,2.2102787494659424,57.91462326049805
Clc1cccc(CCCCCc2ccncc2)c1,2.2101926803588867,2.2101926803588867,29.186140060424805
Clc1ccc(NCCCCc2ccccc2)cc1,2.210083484649658,2.210083484649658,39.81892013549805
c1ccc(CCCCCCc2cccnc2)nc1,2.2100701332092285,2.2100701332092285,51.69373321533203
O[C@@H]1CCCN(CCCCc2ccncc2)CC1,2.209644317626953,2.209644317626953,63.58848190307617
Clc1cc(CCCCCc2ccccc2)cnn1,2.2095718383789062,2.2095718383789062,14.981904983520508
Clc1cccc(CCCCNc2ccccc2)c1,2.20949649810791,2.20949649810791,57.431556701660156
O=Cc1ccccc1CCCCc1ccccc1,2.20945405960083,2.20945405960083,62.27927017211914
N#C[C@H]1CCCN(NCCCc2ccccc2)C1,2.2092068195343018,2.2092068195343018,52.27880096435547
Nc1ccc(CCCCCc2ccccc2)cn1,2.2087759971618652,2.2087759971618652,10.573249816894531
Clc1cnccc1CCCCCc1ccccc1,2.2084970474243164,2.2084970474243164,61.809906005859375
Clc1cccc(NCCCCc2ccccc2)c1,2.2084338665008545,2.2084338665008545,61.21012496948242
N#C[C@H]1CCCN(CCCCc2ccccn2)C1,2.208343982696533,2.208343982696533,51.7612419128418
N[C@H]1CCCN(CCCCCc2ccccc2)C1,2.2082464694976807,2.2082467079162598,44.89250564575195
Fc1cccnc1CCCCc1cccc(Cl)c1,2.208158016204834,2.208158016204834,62.768184661865234
Fc1ccc(CCCCNc2ccccc2)cn1,2.2080345153808594,2.2080345153808594,46.393699645996094
c1cc(CCCCCNc2ccncc2)ccn1,2.208014726638794,2.208014726638794,59.60560607910156
c1cncc(CCCCCCc2ccncc2)c1,2.207681179046631,2.207681179046631,41.217872619628906
O[C@@H]1CCCC[C@@H]1CCCCCc1ccccc1,2.207611083984375,2.207611083984375,54.13957977294922
c1ccc(NCCCCCc2ccncc2)nc1,2.207554817199707,2.207554817199707,25.582469940185547
N#Cc1ccc(CCCCc2ccccn2)cn1,2.2073657512664795,2.2073657512664795,40.2482795715332
N[C@H]1CCCN(NCCCCc2ccccc2)C1,2.206958293914795,2.206958293914795,33.744972229003906
N#Cc1ccc(CCCCc2cccnc2)cn1,2.2069244384765625,2.2069244384765625,8.585440635681152
C[C@@H]1CCCN(NCCCCc2cccnc2)C1,2.2060294151306152,2.2060294151306152,19.679359436035156
c1ccc(CCCCCNc2ccccn2)nc1,2.2059013843536377,2.2059013843536377,32.7872200012207
Fc1ccc(NCCCCc2ccccn2)cc1,2.2058651447296143,2.2058651447296143,30.13371467590332
c1ccc(CCCCCNc2ccccn2)cc1,2.2058403491973877,2.2058403491973877,56.6019172668457
Fc1cnccc1CCCCCc1ccccn1,2.2058141231536865,2.2058138847351074,48.90616226196289
Fc1ccc(CCCCNc2ccccn2)cc1,2.205672264099121,2.205672264099121,55.144100189208984
O[C@H]1CCCC[C@H]1CCCCCc1ccccc1,2.205595016479492,2.205595016479492,23.71704864501953
O[C@H]1CCCC[C@@H]1CCCCCc1ccccc1,2.2054800987243652,2.2054800987243652,35.95455551147461
c1ccc(CCCCCNc2ccncc2)nc1,2.20536208152771,2.20536208152771,28.1170597076416
O=[N+]([O-])c1nccn1CCCCc1cccnc1,2.205061912536621,2.205061912536621,33.926055908203125
O=C(Nc1cccc(Cl)c1)c1cccc(Cl)c1,2.2050247192382812,2.2050247192382812,44.95835876464844
N#C[C@H]1CCCN(CCCCc2ccncc2)C1,2.204948663711548,2.2049484252929688,47.25785827636719
c1ccc(CCCCCNc2ccccc2)cc1,2.2048511505126953,2.2048511505126953,29.77237892150879
Fc1ccc(NCCCCc2ccccc2)nc1,2.2047548294067383,2.2047548294067383,56.562950134277344
O[C@@H]1CCCN(NCCCCc2ccccc2)C1,2.204653263092041,2.204653263092041,34.348480224609375
Clc1cnccc1CCCCCc1cccnc1,2.204188585281372,2.204188585281372,61.32549285888672
N#Cc1ccncc1CCCCc1ccccc1,2.2041454315185547,2.2041454315185547,56.32927703857422
Clc1cc(CCCCCc2ccccn2)ccn1,2.204072952270508,2.204072952270508,49.7264518737793
N#Cc1cnc(CCCCc2ccccc2)cn1,2.2038023471832275,2.2038025856018066,44.436767578125
O[C@H]1CCCN(CCCCc2ccccn2)CC1,2.2037672996520996,2.2037672996520996,41.448692321777344
O=C(CC(=O)c1ccc(F)cn1)Nn1ccnn1,2.2037606239318848,2.2037606239318848,45.802974700927734
O=[N+]([O-])c1ncnn1CCCCc1ccccc1,2.20375919342041,2.20375919342041,54.08671569824219
O[C@@H]1CCCN(CCCCc2ccccn2)CC1,2.2037534713745117,2.2037534713745117,39.9875602722168
N#Cc1ccc(CCCCc2ccncc2)cn1,2.2035634517669678,2.2035632133483887,48.257652282714844
O=C1NCCN1CCCCCCc1ccccc1,2.203479051589966,2.203479051589966,30.026531219482422
Cc1cccc(NCCCCc2ccccc2)n1,2.2032902240753174,2.2032902240753174,29.0971622467041
C[C@H]1C(=O)NCCN1CCCCc1ccccc1,2.2031497955322266,2.2031497955322266,61.96682357788086
Clc1ccc(CCCCCc2ccncc2)cc1,2.2028017044067383,2.2028017044067383,41.71068572998047
C[C@@H]1CCCN(CCCCCc2ccccc2)C1,2.2026829719543457,2.2026829719543457,57.832191467285156
C[C@@H]1CCCN(CCCCNc2ccccc2)C1,2.202345848083496,2.202346086502075,55.252498626708984
Fc1ccc(CCCCCc2cccnc2)nc1,2.202198028564453,2.202198028564453,52.67142105102539
Fc1ccc(NCCCCc2ccccc2)cn1,2.2020063400268555,2.2020063400268555,39.068824768066406
Brc1cccc(CCCCCc2ccccc2)c1,2.2018561363220215,2.2018561363220215,52.483123779296875
[O-][n+]1ccc(CCCCCc2cccnc2)cc1,2.20170259475708,2.20170259475708,30.732431411743164
CCS(=O)(=O)CCCCCCCc1ccccc1,2.2013847827911377,2.2013845443725586,20.634668350219727
CC1CCN(NCCCCc2ccncc2)CC1,2.201127529144287,2.201127529144287,38.61078643798828
O=[N+]([O-])c1nccn1CCCCc1ccccc1,2.2010669708251953,2.2010669708251953,61.886985778808594
Clc1cc(CCCCCc2ccncc2)ccn1,2.2009758949279785,2.2009758949279785,57.57292556762695
O=C1OCC[C@H]1CCCCCCc1ccccc1,2.20094633102417,2.20094633102417,62.72361373901367
N#C[C]1CCCN(CCCCc2ccccn2)C1,2.2006680965423584,2.2006680965423584,41.89612579345703
Fc1cccnc1NCCCCc1ccccc1,2.2003538608551025,2.2003538608551025,38.400421142578125
O=C(CCCc1ccccc1)c1cnc(F)cn1,2.200345277786255,2.200345277786255,62.35801696777344
O=C(CCC[C@H]1CCCC[C]1O)c1ccccn1,2.200093984603882,2.200093984603882,32.974674224853516
O=C(CCCCc1ccccc1)Nn1ccnn1,2.1998987197875977,2.1998987197875977,62.553340911865234
O=[N+]([O-])c1nccn1NCCCc1ccccc1,2.1998178958892822,2.199817657470703,41.81394577026367
c1ccc(CCCCCCc2cccnc2)cc1,2.19976544380188,2.199765205383301,44.72576904296875
Oc1cccnc1CCCCCc1ccccc1,2.1997294425964355,2.1997294425964355,53.18705368041992
CC1CCN(CCCCCc2ccccc2)CC1,2.1995809078216553,2.1995809078216553,15.700587272644043
C[C@@H]1CCCN(CCCCCc2ccncc2)C1,2.199533462524414,2.199533462524414,53.362770080566406
CS(=O)(=O)CCCCCCCCc1ccccc1,2.1994142532348633,2.1994142532348633,59.32960891723633
Brc1cccc(CCCCCc2ccncc2)c1,2.199284315109253,2.199284315109253,53.12645721435547
O=S1(=O)CCC[C](CCCCc2ccccc2)C1,2.199270009994507,2.199270009994507,37.4724235534668
O=C(CCCNc1ccccc1)Nn1ccnn1,2.1992344856262207,2.1992344856262207,33.45988464355469
O=C(NCCCc1ccccc1)c1ccccn1,2.199129819869995,2.199129819869995,42.836605072021484
CC1CCN(CCCCNc2ccccc2)CC1,2.198960304260254,2.198960304260254,58.50956344604492
Fc1ccc(CCCCc2ccccc2)cc1,2.1987862586975098,2.1987862586975098,24.74349594116211
Fc1cnc(CCCCCc2cccnc2)cn1,2.198660373687744,2.198660373687744,52.90129089355469
C[C@@H]1CC[C@H](CCCCCCc2ccccc2)C1,2.1986382007598877,2.1986382007598877,36.72932052612305
C[C@H]1C(=O)NCCN1CCCCc1cccnc1,2.198587417602539,2.198587417602539,16.386865615844727
c1ccc(CCCCCNc2cccnn2)cc1,2.1984846591949463,2.1984848976135254,46.83468246459961
O=C(CCCCc1cccnc1)Nn1ccnn1,2.1984846591949463,2.1984846591949463,51.32345199584961
O=C(C1=NN2CCCN=C2N1)c1ccccc1,2.1984822750091553,2.1984825134277344,5.106343746185303
N#Cc1ccncc1CCCCc1cccnc1,2.198444366455078,2.198444366455078,50.37902069091797
O[C@@H]1CCCN(CCCCCc2ccccc2)C1,2.1983208656311035,2.1983208656311035,62.525291442871094
O[C@@H]1CCCC[C@@H]1NCCCCc1ccccn1,2.1982383728027344,2.1982383728027344,43.268829345703125
O=C(CCCCc1ccccc1)c1ccnnc1,2.198225498199463,2.198225498199463,47.88263702392578
O=C1OCC[C@H]1CCCCCCc1cccnc1,2.1981983184814453,2.1981983184814453,56.475460052490234
O[C@H]1CCC[C@H]1NCCCCCc1ccncc1,2.198185443878174,2.198185443878174,54.07257843017578
Brc1cccc(CCCCCc2ccccn2)c1,2.1981306076049805,2.1981306076049805,35.52808380126953
C[C@@H]1CCCN(NCCCc2ccc(F)cc2)C1,2.198025941848755,2.198025941848755,31.402721405029297
O[C]1CCCN(NCCCc2ccccn2)CC1,2.1978023052215576,2.1978023052215576,60.96946334838867
Cc1ccc(=O)n(CCCCc2ccccc2)n1,2.197756767272949,2.197756767272949,61.379920959472656
Clc1ccc(CCCCCc2cccnc2)nc1,2.19771671295166,2.19771671295166,34.10687255859375
N#C[C@H]1CCCN(CCCNc2ccccc2)C1,2.1974592208862305,2.1974592208862305,52.02431869506836
O=C1OCC[C@@H]1CCCCCCc1ccccc1,2.197458505630493,2.197458267211914,21.52129364013672
Clc1ccccc1CCCCCc1ccccn1,2.197343349456787,2.197343349456787,51.60504150390625
O=C(NCCCc1ccccn1)c1ccnnc1,2.1972765922546387,2.1972765922546387,46.975303649902344
O[C@H]1CCCN(CCCNc2ccncc2)CC1,2.197105646133423,2.197105646133423,16.770231246948242
N[C@H]1CCCN(CCCCCc2ccncc2)C1,2.1970934867858887,2.1970934867858887,38.205718994140625
Fc1cccnc1CCCCNc1ccccc1,2.197089672088623,2.197089672088623,54.59285354614258
N#C[C@H]1CCCN(CCCc2ccc(Cl)cc2)C1,2.1970887184143066,2.1970887184143066,37.67313003540039
O[C@@H]1CCCC[C@@H]1CCCCc1ccccc1Cl,2.1970791816711426,2.1970791816711426,38.237701416015625
Fc1ccc(CCCCc2ccccc2)c(F)c1,2.19700288772583,2.19700288772583,62.57074737548828
O[C@@H]1CCCC[C@@H]1CCCCc1ccc(F)cc1,2.196746349334717,2.196746349334717,6.947434425354004
N#C[C]1CCCN(CCCCc2ccncc2)C1,2.196685791015625,2.196685791015625,63.58633804321289
c1ccc(CCCCCNc2cccnc2)nc1,2.196465015411377,2.196465015411377,21.9915771484375
Fc1ccc(CCCCc2ccccn2)cc1,2.1964523792266846,2.1964523792266846,28.474210739135742
Nc1ccnc(NCCCCc2ccccc2)c1,2.1964187622070312,2.1964187622070312,32.79750061035156
Fc1cccnc1CCCCc1ncccc1F,2.1963720321655273,2.1963720321655273,60.16388702392578
Cc1cnccc1NCCCCc1ccccc1,2.196277141571045,2.196277141571045,42.564910888671875
O[C@@H]1CCCC[C@@H]1CCCCCc1ccccn1,2.1961326599121094,2.1961326599121094,46.378780364990234
Cc1cc(CCCCc2ccccc2)nc(N)n1,2.1960856914520264,2.1960856914520264,58.32780075073242
Clc1ccccc1CCCCc1ccccc1,2.1960806846618652,2.1960806846618652,43.182064056396484
Oc1ncccc1CCCCCc1ccncc1,2.1960208415985107,2.1960208415985107,15.171650886535645
Clc1ccc(CCCCc2ccccc2)cc1,2.1959099769592285,2.1959099769592285,59.52713394165039
Fc1cccnc1CCCCCN1CCCCC1,2.195878744125366,2.195878744125366,17.98390769958496
O=C(CCCc1cccc(Cl)c1)Nn1ccnn1,2.1957597732543945,2.1957597732543945,56.12467956542969
Fc1cnc(NCCCCc2ccccc2)cn1,2.195690155029297,2.195690155029297,37.59935760498047
Cc1cccc(CCCCc2ccccc2)n1,2.1956772804260254,2.1956772804260254,49.70496368408203
O=C(CCCc1ccccc1)c1ccccc1Cl,2.1956279277801514,2.1956279277801514,18.48562240600586
O=C(CCCc1cnc(F)cn1)c1ccccc1,2.195575475692749,2.195575475692749,55.907310485839844
O=C1OCC[C@H]1CCCCCCc1ccccn1,2.195570468902588,2.195570468902588,50.109825134277344
O=S1(=O)CCC[C](NCCCc2ccccc2)C1,2.195523500442505,2.195523500442505,61.18941116333008
Oc1cccnc1CCCCCc1ccncc1,2.1954433917999268,2.1954433917999268,34.41316223144531
O=C(NCCCc1ccccn1)c1ccccn1,2.195435047149658,2.195435047149658,36.23727035522461
O=Cc1ccccc1CCCCc1ccccn1,2.19537353515625,2.19537353515625,55.10658264160156
c1ccc(CCCCCCCc2ccccn2)cc1,2.195326089859009,2.195326089859009,43.768611907958984
c1ccc(NCCCCNc2ccncc2)cc1,2.1952834129333496,2.1952834129333496,9.73952579498291
O[C@@H]1CCCC[C@@H]1CCCCc1cccc(Cl)c1,2.195251941680908,2.195251941680908,32.34394073486328
N[C@H]1CCCN(CCCCNc2ccccc2)C1,2.195250988006592,2.195250988006592,38.025726318359375
Oc1ncccc1CCCCCc1ccccc1,2.1949806213378906,2.1949806213378906,47.381263732910156
CCS(=O)(=O)CCCCCCNc1ccccc1,2.1948440074920654,2.1948442459106445,41.98594665527344
Fc1ccc(CCCCc2ccncc2)cc1,2.19474458694458,2.194744348526001,48.10070037841797
CN1CC[C@H]2[C@@H](CCCN2c2cccnn2)C1,2.1946489810943604,2.1946489810943604,2.7764036655426025
Clc1cccc(CCCCc2ccccc2)c1,2.1945767402648926,2.1945767402648926,53.738990783691406
c1ccc(CCCCCc2ccnnc2)cc1,2.1945409774780273,2.1945412158966064,41.493995666503906
C[C@@H]1CC[C@H](CCCCCc2cccc(Cl)c2)C1,2.1945395469665527,2.1945395469665527,44.3056526184082
c1ccc(CCCCCCCc2ccccc2)cc1,2.1945316791534424,2.1945316791534424,50.30938720703125
Nc1ccnc(CCCCCc2ccccn2)c1,2.194530963897705,2.194530963897705,55.45566177368164
c1ccc(CCCCCCN2CCCCC2)nc1,2.1945273876190186,2.1945273876190186,12.903426170349121
c1ccc(NCCCCNc2ccccc2)cc1,2.1945104598999023,2.1945104598999023,36.426483154296875
c1ccc(CCCCCCCc2ccncc2)cc1,2.1942713260650635,2.1942713260650635,63.590084075927734
Clc1cc(CCCCNc2ccccc2)ccn1,2.194268226623535,2.194268226623535,55.0417594909668
O[C@H]1CCC[C@H]1CCCCCCc1ccccc1,2.1942319869995117,2.1942319869995117,57.135162353515625
O[C]1CCCC[C@@H]1NCCCNc1ccccc1,2.194227695465088,2.194227695465088,35.330238342285156
O=[N+]([O-])c1nccn1CCCNc1ccccc1,2.194218635559082,2.194218635559082,42.335025787353516
Cc1ccc(=O)n(CCCCc2ccccn2)n1,2.1941890716552734,2.1941890716552734,21.34754753112793
c1cc(CCCCCc2ccncc2)ccn1,2.1939308643341064,2.1939308643341064,40.65717697143555
C[C@@H]1CC[C@H](CCCCCCc2ccccn2)C1,2.1939198970794678,2.1939198970794678,12.815312385559082
C[C@@H]1CCCN(CCCCNc2ccccn2)C1,2.193910598754883,2.193910598754883,56.00548553466797
CS(=O)(=O)CCCCNCCCc1ccccc1,2.1938626766204834,2.1938624382019043,22.449562072753906
Fc1ccc(NCCCNc2ccccc2)cc1,2.1938328742980957,2.1938328742980957,27.697540283203125
O[C]1CCCN(CCCNc2ccccn2)CC1,2.193763256072998,2.193763256072998,43.34776306152344
O[C@H]1CCC[C@H]1CCCCCCc1ccccn1,2.193702459335327,2.193702459335327,63.734703063964844
CS(=O)(=O)CCCCCCCCc1cccnc1,2.193493127822876,2.193493127822876,48.399688720703125
c1ccc(CCCCCCc2ccnnc2)nc1,2.193457841873169,2.193457841873169,63.116268157958984
CC1CCN(NCCCNc2ccccc2)CC1,2.1933181285858154,2.1933181285858154,63.45388412475586
CS(=O)(=O)CCCNCCCCc1ccccc1,2.193239688873291,2.193239688873291,33.58591079711914
Cc1cccc(C(=O)CCCc2ccccn2)n1,2.193206787109375,2.193206787109375,26.113208770751953
O=C(NCCCc1ccncc1)c1ccccn1,2.1932013034820557,2.1932013034820557,36.7515983581543
N#C[C@H]1CCCN(NCCCc2ccccn2)C1,2.192930221557617,2.192930221557617,35.03285598754883
Clc1cccc(CCCCc2ccccn2)c1,2.1928627490997314,2.1928627490997314,53.45622253417969
Fc1ccc(CCCCCc2ccccc2)nc1,2.1927683353424072,2.1927683353424072,60.06224060058594
C[C@@H]1CCCN(CCCCNc2ccncc2)C1,2.192443370819092,2.192443370819092,15.936838150024414
O[C@H]1CCCC[C@H]1CCCCCc1ccccn1,2.1924338340759277,2.192434072494507,48.96098709106445
CS(=O)(=O)CCCCCCNN1CCCCCC1,2.1922783851623535,2.1922783851623535,37.64299011230469
O[C@@H]1CCCC[C@@H]1CCCCNc1ccccc1,2.1918563842773438,2.1918563842773438,40.67940139770508
Cc1cccc(CCCCCc2ccccn2)n1,2.1918375492095947,2.1918375492095947,57.77946853637695
N#Cc1ccc(CCCNc2ccccc2)cn1,2.1917757987976074,2.1917757987976074,49.51991653442383
Clc1cccc(CCCCc2ccncc2)c1,2.191688299179077,2.191688299179077,62.6363410949707
Fc1cnccc1CCCCc1ccccc1,2.1916840076446533,2.1916840076446533,8.817713737487793
Fc1ccc(CCCCCCc2ccccc2)cn1,2.1916098594665527,2.1916098594665527,49.53779602050781
Oc1ncccc1CCCCCc1ccccn1,2.191387176513672,2.191387176513672,50.55903625488281
Clc1cccc(CCCCNc2ccccn2)c1,2.1911606788635254,2.1911606788635254,61.019126892089844
O[C@H]1CCCN(CCCc2ccccc2)CC1,2.1910970211029053,2.1910970211029053,41.85188293457031
c1ccc(CCCCCc2ccccn2)nc1,2.191054344177246,2.191054344177246,42.29779815673828
O=C(CCCCc1ccncc1)Nn1ccnn1,2.190889835357666,2.190889835357666,21.569087982177734
Clc1cc(CCCCc2ccccc2)ccn1,2.190798759460449,2.190798759460449,50.5583610534668
Oc1cccnc1CCCCCc1ccccn1,2.1907427310943604,2.1907427310943604,42.3799934387207
N#Cc1cc(CCCCc2cccnc2)ccn1,2.1906473636627197,2.1906473636627197,9.158914566040039
CC1CCN(CCCCCc2ccncc2)CC1,2.190643310546875,2.190643310546875,32.01124572753906
O=C(CCCNc1ccccn1)Nn1ccnn1,2.1905345916748047,2.1905345916748047,58.70228958129883
Clc1ccc(CCCCc2ccccn2)cc1,2.19045090675354,2.19045090675354,60.49507522583008
Clc1cccc(CCCCCCc2ccccc2)c1,2.1903371810913086,2.1903371810913086,30.385231018066406
C[C]1C(=O)NCCN1CCCCc1ccccn1,2.190325975418091,2.190325975418091,56.04917526245117
c1ccc(NCCCCCc2ccnnc2)cc1,2.1902527809143066,2.1902527809143066,56.240928649902344
c1ccc(CCCCCCCc2cccnc2)nc1,2.1902496814727783,2.1902496814727783,44.99064636230469
Fc1cccnc1CCCCCCc1ccccc1,2.1901283264160156,2.1901283264160156,63.5656852722168
O[C@@H]1CCCN(CCCNc2ccccn2)CC1,2.190035343170166,2.190035343170166,49.44459915161133
c1ccc(NCCCCNc2ccccn2)cc1,2.190028190612793,2.190028190612793,61.301116943359375
c1ccc(CCCCCc2ccncc2)nc1,2.189995765686035,2.189995765686035,38.673919677734375
O=C(CCCCc1ccccc1)c1ccccn1,2.1899518966674805,2.1899518966674805,43.48160934448242
N#C[C@H]1CCCN(CCCN2CCCCC2=O)C1,2.189828395843506,2.189828395843506,54.84310531616211
c1ccc(CCCCCNc2cccnc2)cc1,2.1897902488708496,2.1897902488708496,12.37967300415039
CS(=O)(=O)CCCCCCCNc1ccccc1,2.189784049987793,2.189784049987793,30.6704044342041
c1ccc(CCCCCCNc2ccncc2)cc1,2.1895790100097656,2.1895790100097656,39.67864990234375
O[C]1CCCC[C@@H]1CCCCCc1ccccn1,2.1894443035125732,2.1894443035125732,26.47584342956543
c1ccc(CCCNCCCc2ccccn2)cc1,2.189351797103882,2.189351797103882,17.64883804321289
Clc1ccccc1CCCCNc1ccccc1,2.1892852783203125,2.1892852783203125,31.91598129272461
O=C(CCCCc1ccccn1)Nn1ccnn1,2.1892552375793457,2.1892552375793457,42.804359436035156
CS(=O)(=O)CCCCCCCN1CCCCC1=O,2.189065456390381,2.189065456390381,57.130977630615234
c1ccc(CCCCCCNc2ccccc2)cc1,2.188924789428711,2.188924789428711,33.35105895996094
C[C@@H]1CCCN(CCCCCc2ccccn2)C1,2.1888957023620605,2.1888957023620605,36.6074333190918
O=[N+]([O-])c1ncnn1CCCCc1ccccn1,2.18887996673584,2.18887996673584,35.41568374633789
Fc1ccc(NCCCCc2ccncc2)nc1,2.1887755393981934,2.1887755393981934,29.848669052124023
O=C1OCC[C@H]1CCCCCNc1ccccc1,2.1886727809906006,2.1886725425720215,45.79668045043945
C[C@@H]1CCCN(CCCCc2cccc(Br)c2)C1,2.1884562969207764,2.1884562969207764,24.26551055908203
O=C1OCC[C@H]1CCCCCc1cccc(Cl)c1,2.1881465911865234,2.1881465911865234,15.879186630249023
O=[N+]([O-])c1ccn(CCCCc2cccnc2)n1,2.1880440711975098,2.1880440711975098,17.59737777709961
NC(=O)CCCCCCCCCc1ccccc1,2.1879172325134277,2.1879172325134277,30.76053810119629
O=S1(=O)CCC[C](CCCCc2ccccn2)C1,2.1877546310424805,2.1877546310424805,52.693145751953125
O=C1CCCCN1CCCCc1cc[n+]([O-])cc1,2.1877524852752686,2.1877524852752686,2.76141619682312
O=C(CCCN[C@@H]1CCOC1=O)c1ccncc1,2.1877341270446777,2.1877341270446777,42.4034309387207
O=C1CCCCN1CCCCCc1ccccn1,2.1874897480010986,2.1874897480010986,53.89100646972656
Clc1cnccc1NCCCCc1ccccc1,2.1874825954437256,2.1874825954437256,38.90482711791992
c1ccc(CCCCCc2ccccn2)cc1,2.187382459640503,2.187382459640503,33.382625579833984
C[C@@H]1CC[C@H](CCCCCNc2ccccc2)C1,2.1873340606689453,2.1873340606689453,47.67802429199219
Cc1ccc(=O)n(CCCCc2ccncc2)n1,2.1872737407684326,2.1872737407684326,51.04685974121094
N[C@H]1CCCN(CCCCc2cccc(Cl)c2)C1,2.1872329711914062,2.1872329711914062,53.36428451538086
Clc1ccc(NCCCCc2ccccn2)cc1,2.1872286796569824,2.1872286796569824,44.552310943603516
Fc1ccc(CCCCCCc2cccnc2)cc1,2.187161922454834,2.187161922454834,7.448700904846191
c1ccc(NCCCCCCc2ccncc2)cc1,2.187145471572876,2.187145471572876,58.9446907043457
Nc1ccnc(CCCCc2ccccc2)c1,2.18711519241333,2.18711519241333,33.2158317565918
c1cncc(CCCCCNc2ccncc2)c1,2.1870908737182617,2.1870908737182617,46.1329460144043
